eng_abv,eng_name,eng_desc,valid1,label1,confident1,derived_eng_desc1
ST498,Selected Topics in Data Analytics,"Interesting theoretical and/practical topics related to data analytics, discussing, studying and presenting case studies using data analytics.",1,"05 Natural sciences, mathematics and statistics",0.8,"Focuses on data analytics, involving quantitative reasoning and data methods, aligning with natural sciences, mathematics, and statistics."
TA100,Pharmaceutical Botany,"Principle of botanical characteristics such as plant morphology, plant anatomy, plant taxonomy, and identification of powdered drugs.",1,"05 Natural sciences, mathematics and statistics",0.8,"Focuses on botanical characteristics, plant anatomy, taxonomy, and identification of powdered drugs."
BT450,Quality Control of Biological Products,"Principles and methods of quality control of biological products from industrial processes, standardizations of the products, controls of raw materials, transformations, final products, and field trips.",1,"05 Natural sciences, mathematics and statistics",0.8,Focuses on quality control principles and methods for biological products from industrial processes and standardization.
CID299,Clay and Glazes,"Properties of various raw materials used to prepare clay and glaze, calculation of clay formulas, improving the properties of materials such as moisture, plasticity, shrinkage, and water absorption. Mixing clay in various conditions, suitable clay and glaze formulations, and testing key properties. Methods of preparing clay and glaze for actual use, following proper steps including grinding, mixing glazes, calculating and improving glaze formulas, triaxial blending tables, batch composition, pre-mixed colors, and oxides. Fixing glaze defects and using appropriate tools and equipment. Selecting clay and glaze compositions that suit creative work.",1,"05 Natural sciences, mathematics and statistics",0.8,"Focuses on properties, formulations, and testing of clay and glazes, aligning with natural sciences (chemistry/materials science)."
PY203,Brain and Behavior,"Relationships between behaviors and the nervous system studied by neuroscience methodology; the functions of the brain on sensations, action and movement, memory, learning, motivation, and emotions.",1,"05 Natural sciences, mathematics and statistics",0.8,"Studies the relationship between brain functions, the nervous system, and behaviors like memory, learning, and emotions."
GE442,Individual Research in Geography,Scientific research on a topic presented in GE 441 under the supervision of advisors.,1,"05 Natural sciences, mathematics and statistics",0.8,"Focuses on individual scientific research within the field of geography, often encompassing earth sciences."
ES336,World Wide Environmental Problems,"The change of the world environmental, cause of the change and the way for decreasing the impact.",1,"05 Natural sciences, mathematics and statistics",0.8,"Examines global environmental problems, their causes, and methods for impact reduction."
BT318,Aspects of Bioresources and Applications,"The manipulations and applications of bioresources in interdisciplinary biotechnologies involving in the fields of nutrition, medicine, pharmaceutics, environment and energy, to achieve the excellent advantages and sustainability. Presentation of the novel technologies and important updated issues in bioresources applications and field trips.",1,"05 Natural sciences, mathematics and statistics",0.8,"Focuses on bioresources and biotechnologies, with applications in various fields, aligning with natural sciences (biology)."
ST448,Mathematics of Financial Derivatives,A Simple Market Model; Discrete Time Market Models; Continuous Time Market Models; Forward and Futures Contracts; General Properties of Options; Option Pricing; Hedging; Portfolio Management; Other Interesting Topic.,1,"05 Natural sciences, mathematics and statistics",0.9,"Applies mathematical models to financial derivatives, option pricing, and portfolio management."
IPI330,Mathematical and Statistical Techniques in Economics,Algebra and calculus for economics; basic probability theory; correlation and regression used for analyzing the relationship between economic variables.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on mathematical and statistical techniques like algebra, calculus, probability, and regression for economic analysis."
AM260,Research Methodology and Workshop in Applied Mathematics,"An introduction to research methodology, basic terminology, ethical considerations, problem definition, literature review, research proposal, selecting proper tools and techniques, communicating research findings and real-world applications.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers research methodology, tools, and techniques for applied mathematics and real-world applications."
GE336,Applications of Satellite Remote Sensing,"Applications of satellite remote sensing in the study of natural resources, environment, human activities, and disasters.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on satellite remote sensing applications for studying natural resources, environment, human activities, and disasters."
CMM393,Genetic Engineering for Medical Students,"Basic and application of genetic engineering in bio-clinical sciences, e. g., restriction enzymes; other nucleic acid modifying enzymes; vectors; transformation; agarose gel electrophoresis of nucleic acids; purification of nucleic acids; Southern and Northern hybridisation; RNA/DNA polymerases; phage lambda; DNA and genomic libraries; polymerase chain reaction (PCR); labelling and detection of nucleic acids; DNA sequencing; recombinant proteins; and DNA-based immunisation.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on genetic engineering techniques, nucleic acids, and molecular biology, which are natural sciences."
MR447,Nanotechnology,"Basic concepts and significance of nanotechnology, Preparation and uses of nanomaterials and nanostructures such as nanoparticles, quantum dots, carbon nanotubes, molecular monolayer, block copolymers, Applications of nanotechnology in chemistry, biology, physics, engineering, agriculture, and medicine, Trends of nanotechnology in the future.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers nanotechnology concepts, nanomaterials, nanostructures, and their applications across various sciences."
ST386,Introduction to Biostatistics,Basic concepts of biostatistics; vital statistics; standardization; life tables and applications; epidemiological analysis; clinical trial; logistic regression; survival analysis.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on biostatistics, vital statistics, and statistical analysis methods, aligning with mathematics and statistics."
AM457,Fuzzy Logic and Fuzzy Sets,"Basic concepts of fuzzy logic and fuzzy sets, ordinary sets and fuzzy sets, basic operations on fuzzy sets, fuzzy numbers and operations, fuzzy relations, fuzzy logic, fuzzy logic inference.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on fuzzy logic, fuzzy sets, and mathematical operations, aligning with mathematics."
ASC356,Introduction to Monte Carlo Simulation,Basic concepts of simulation; generation of pseudo-random numbers; methods for generating random variables; variance reduction techniques; financial planning and risk management with simulation,1,"05 Natural sciences, mathematics and statistics",0.9,"Covers simulation, random number generation, and variance reduction techniques, primarily a statistics/mathematics topic."
MES210,Applied Mathematics for Mechanical Engineers,Basic linear algebra. Matrix determinants. Vector spaces. Inner product spaces. Eigenvalues and eigenvectors. Orthogonality. Symmetric matrices. First order and second order system. Fourier series. Emphasis on mechanical engineering applications.,1,"05 Natural sciences, mathematics and statistics",0.9,Covers applied mathematics topics like linear algebra and Fourier series for mechanical engineering applications.
TSE200,Applied Mathematics in Solution of Engineering Problems,"Basic linear algebra: vectors and Matrices, Matrix Operations, solution of linear equation, eigenvalues and eigenvectors, linear transformation and applying linear algebra in engineering problem solving. Numerical methods for linear and nonlinear equations, approximation, iteration methods, numerical methods of differentiation and integration, numerical solutions of ordinary differential equations and applying numerical methods in engineering problem solving process. Development of algorithm and computer programs for practical applications.",1,"05 Natural sciences, mathematics and statistics",0.9,"Teaches applied mathematics, linear algebra, and numerical methods for solving engineering problems."
ES356,Water and Wastewater Chemistry,"Basic principles and applications in analyzing and understanding the chemical processes of water with both natural and wastewater. Chemical equilibrium of water, Redox process, water solubility and pH change including the reactions in water that affect the biological processes.",1,"05 Natural sciences, mathematics and statistics",0.9,"Teaches chemical principles and processes of natural water and wastewater, including equilibrium and redox reactions."
BT207,Techniques for Microbiological Assay,"Basic techniques in Microbiological practice, media preparation and equipment sterilization, basic analysis in Microbiology, contamination detection, biochemical testing, antimicrobial activity testing for pharmaceutical, cosmetic, food and public health, include microbiological waste treatment.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental microbiological techniques, analysis, and testing, which are core aspects of natural sciences (biology)."
BT358,Applied Animal Cell and Embryo Cultures,"Biology of animal cell and embryo cultures, knowledge of biosafety standard including animal cell and embryo cultures and ethical principles for the use of animals in scientific purposes, equipment and techniques for animal cell and embryo cultures, using animal cell and embryo for toxicity and biological activity tests of natural products, drugs and, chemicals in daily life, presentation on topics related to animal cell and embryo cultures.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers the biology, techniques, and applications of animal cell and embryo cultures, including toxicity tests, fitting natural sciences."
CM477,Carbon Nanomaterials Innovation,"Carbon nanomaterials, fullerene, carbon nanotubes, graphene, carbon nanofiber, carbon dots, electron transport in carbon nanomaterials, synthesis and characterizations of carbon nanomaterials, innovation and direction of carbon nanomaterials in the future.",1,"05 Natural sciences, mathematics and statistics",0.9,"Explores carbon nanomaterials, their synthesis, characterization, electron transport, and future innovations."
BT246,Genetics and Society,"Cells and lives, structures and functions of genetic materials, cell divisions, Mendel's law, hereditary mechanisms, sex determinations, pedigrees, mutations, population genetics, and applications.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers genetics, genetic materials, hereditary mechanisms, population genetics, and their applications."
CMM110,Medical Biology,"Cells and organelles, cell cycle and cell division, the biomolecules and metabolism, basic genetics, patterns of inheritance, the diversity of microorganisms and parasites, tissue levels and human bones, nervous system, human nutrition and digestive system, endocrine system, circulation and gas exchange, reproduction and development, body's defenses against disease.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental medical biology, including cell biology, genetics, human anatomy, physiology, and immunology."
MD110,Fundamental Medical Cell Biology,"Cells structure, Structure and function of cell membrane, Cytoskeletons, Protein transport and processing, Signal transduction, Cell cycle and control, Cell injury and cell death, Stem cell and medical application.",1,"05 Natural sciences, mathematics and statistics",0.9,"Explores fundamental medical cell biology, including cell structure, function, signaling, cell cycle, and stem cells."
ES467,Emerging micropollutants in environment,"Characteristics, classification and the source of the emerging micropollutants occurrence in the environment, health effects, method of analysis, case study of emerging micropollutants contamination in the environment, micro- pollution remediation technology that combines conventional and advanced technology including biological and plant-based strategies",1,"05 Natural sciences, mathematics and statistics",0.9,"Studies micropollutants in the environment, their health effects, analysis, and remediation technologies, fitting natural sciences."
DTI221,Probability for Digital Technologist,"Concept of probability, Concept of conditional probability, Concept of random variables, Expected value, Distribution and joint distribution, Giving real life examples, Solving applied problems.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental concepts of probability, conditional probability, random variables, and distributions, with applied problem-solving."
NP300,Quantum Science and Technology,"Concepts of quantum mechanics, postulates of quantum mechanics, Schrödinger equation, one dimension problem of free particles and trapped particles, angular momentum and spin of electron, hydrogen atom, quantum sensor, quantum computer, quantum communication.",1,"05 Natural sciences, mathematics and statistics",0.9,"Explores quantum mechanics, its postulates, and applications in quantum science and technology."
CSS322,Scientific Computing,Conditioning. Stability. Interpolation. Quadrature. Linear and nonlinear equation solving. Least-squares fitting. Eigenvalue and eigenvector computation. Optimization. Ordinary differential equations.Singular value decomposition.,1,"05 Natural sciences, mathematics and statistics",0.9,"Covers scientific computing methods including interpolation, equation solving, optimization, and ordinary differential equations."
ST276,Spreadsheet Data Analytics,"Data preparation in spreadsheet program; data import; data management; creating pivot table; use of mathematical advanced formulas; statistical function for descriptive statistics, probability, hypothesis testing, regression analysis, correlations, and data visualization; visual basic for applications in statistics.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on statistical functions, descriptive statistics, hypothesis testing, and regression analysis using spreadsheets."
GE218,Geographical Characteristics and Renewable Energy Sources,"Definition of renewable energy sources; geographic characteristics and natural resources; hydroelectric, geothermal, wind, solar, and biomass energy; energy sustainability policies of Thailand and the United Nations; the energy situation in Thailand; opportunities and limitations in the development of renewable energy sources in Thailand.",1,"05 Natural sciences, mathematics and statistics",0.9,"Explores renewable energy sources, geographic characteristics, natural resources, and energy sustainability policies."
TU251,Enterprise Data Science in Practice,Developing skills and understanding of data science applications in real-world situations; utilizing knowledge in data science to simulate necessary processes and tools for addressing real-world challenges encountered by organizations in the insurance industry. This involves leveraging state-of-the-art anti-fraud data analysis methods and technologies.,1,"05 Natural sciences, mathematics and statistics",0.9,"Developing data science skills for real-world applications, data analysis, and anti-fraud methods."
GTS113,Finite Mathematics for Business Analytics,"Elementary matrix algebra. Arithmetic operations. Inverses, and systems of equations. Sets and counting principles: permutations and combinations. Elementary probability. Conditional probability. Intersection and independence. Introduction to statistics. Level of measurements. Data description. Measure of central tendency. Measures of dispersion. Introduction of random variables. Introduction of discrete and continuous random variables., Applications in the business analytics.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on matrix algebra, probability, and statistics with applications in business analytics, fitting natural sciences."
PB216,Environmental Microbiology,"Environmental pathogens (e. g., bacteria, viruses, fungi, and parasites) and bio complexity in the environment. Emerging-reemerging environmental pathogens and their responses to environmental changes. Emerging issues on ecosystem and climate changes that impact transmission dynamic of environmental pathogens and disease burden. Health issues-related water, food, soil, and air microbial pathogens. Sampling and analysis of environmental pathogens. Principles and applications of environmental pathogen control focusing on microbiological risk assessment, pathogen environmental monitoring, pathogen environmental hygiene programs, and field studies.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on environmental microbiology, pathogens, ecosystem impacts, and microbiological risk assessment."
HGMPD4,Mathematical Techniques in Partial Differential,Equations for EngineersThis course provides a variety of analytic techniques for solving partialdifferential equations. Topics include: Characteristic methods; Separation of variables; Transform methods (Fourier and Laplace); Similarity methods; D’Alembert’s solution and Duhamel’s principle.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on mathematical techniques for solving partial differential equations, including transform methods."
ASC162,Applied Generalized Linear Model,Explanatory data analysis; multiple linear regression; binary logistic regression; multinomial logistic regression; Poisson regression; negative binomial regression; checking model assumptions; variable selection procedure; model selection using hypothesis testing and criteria-based methods; overall accuracy; other generalized linear models; applications in insurance business data using R or Python language.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on applied statistical modeling, including various regression techniques and data analysis."
ASC397,Practical Experiences in Actuarial Science,"Extensive on-the-job training covering in actuarial science curriculum of at least 200 hours at the related public or private sectors. At the end of training, students must finish a practical experiences report in order to propose a topic for their project.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on practical experiences in actuarial science, which heavily involves mathematics and statistics."
CM466,Petrochemistry,"Feedstocks in petrochemical industry production of synthesis gas, ethylene, propylene, butylene, butadiene, benzene, toluene and xylene; petrochemical from synthesis gas; petrochemical from ethylene; petrochemical from propylene; petrochemical from butylene and butadiene; petrochemical from benzene toluene and xylene.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on feedstocks and production of petrochemical compounds, aligning with chemistry within natural sciences."
CIS116,Preliminary Mathematics for Social Science,"Foundation of basic mathematics; algebra; matrices; systems of linear equations; differentiation; integration, and their applications used to analyze the relationship between social variables.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on fundamental mathematics (algebra, calculus) and their application for analyzing social variables."
BAS430,Decision Analysis,Foundations of decision modeling. Decision processes. Decision trees. Payoff matrix. Utilities and rewards. Subjective probability. Bayesian inference for decision analysis. Multi-dimensional decision modeling. Multi-attribute utility theory. Bayesian networks. Multi-dimensional learning. Decision under competitions using a game theoretic approach.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on mathematical and statistical decision modeling, probability, Bayesian inference, and game theory."
BEB406,Advanced Organic Chemistry for Biochemical Industries,"Free radicals, alpha carbanion of carbonyl compounds and condensation. Molecular rearrangements, pericyclic reactions, syntheses and reactions of small ring, five- and six-membered ring heterocycles with one or more heteroatoms. Polycyclic heterocycles.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on advanced organic chemistry, including reactions and molecular structures, aligning with natural sciences."
MR206,Applied Chemistry for Materials Science,"Functional group and nomenclature of organic compounds, classification of chemical reactions and their mechanisms, addition, substitution, elimination, rearrangement, and redox reactions, stereochemistry and reactivity, coordination chemistry, nomenclatures, isomerism, bond and theories, types of electronic transition, magnetism, reactions and mechanisms of transition metal complexes.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on applied chemistry, including organic compounds, chemical reactions, and coordination chemistry, aligning with natural sciences."
MMA101,Calculus for Management Mathematics,"Functions and mathematical models, concepts of limits and continuity of single variable functions, derivatives of algebraic and transcendental functions, partial derivatives of multivariate functions, the application of derivatives for unconstrained optimization problems, indefinite integrals and definite integrals, integration by substitution, integration by parts, business and management applications of integration, first-order ordinary differential equations, the use of mathematical packages to solve calculus problems.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on calculus concepts like derivatives, integrals, and differential equations, aligning with mathematics."
PC256,Introduction to Physics of Characterization Instruments,"Fundamental and the characterizations of materials by using techniques of optical microscopy, scanning electron microscopy, energy- dispersive X-ray spectroscopy, Transmission electron microscopy, X-ray diffraction, atomic force microscopy, Raman spectroscopy, UV/VIS spectrophotometer.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on the physics principles and techniques of material characterization instruments, aligning with natural sciences."
ASC221,Mathematics of Finance for Actuarial Science,Fundamental concepts of financial mathematics; mathematics of compound interest; present and accumulated values of investment income; equivalent measures of interest; equation of values; annuity certain; yield rate; outstanding loan balance; sinking funds; bonds.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on financial mathematics, compound interest, and investment calculations for actuarial science."
CM458,Forensic Science,"Fundamental concepts, theories and regulatory aspects of forensic science, introduction to the application of scientific methods for the examination of physical evidence in the criminal justice system; an overview of the forensic analysis of fingerprints, counterfeit/forged documents, firearms, biological evidences and drugs. (Field trip included)",1,"05 Natural sciences, mathematics and statistics",0.9,"Applies scientific methods for examining physical evidence in the criminal justice system, aligning with natural sciences."
BAS131,Statistical Methods for Managers,"Fundamentals of statistics. Sampling distribution. Central Limit Theorem. Point estimation. The basic notions of statistical inference. Confidence interval estimation and tests of hypothesis. One and two sample t-tests. One-way analysis of variance. Analysis of variance. A simple regression analysis. Examples and applications in class, selected for managers.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental statistical methods, inference, hypothesis testing, and regression analysis, applied for managers."
CHE349,Introductory Nanotechnology,Importance and evolution of nanotechnology. Biomimic nanotechnology. Atoms and molecules. Properties of nanomaterials. Nanofabrication in laboratory and in industries. Nanoparticles and their applications. Nanofibers and their applications. Nanoelectronics. Nanobiotechnology. Nanomaterials and nanocomposites.,1,"05 Natural sciences, mathematics and statistics",0.9,"Introduces nanotechnology, covering nanomaterial properties, nanofabrication, and applications in various fields."
AM326,Integer Programming and Network Models,"Integer programming, formulating integer programming models, branch-and- bound algorithm, cutting plane approach, network models, transportation problems, assignment problems, scheduling problems, applications or case studies in integer programming and network models to solve real-world problems, use of optimization solver software.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers integer programming, network models, optimization algorithms, and their applications to solve real-world problems."
CS101,Discrete Structures,"Intensive introduction to discrete mathematics as applied in computer science: basic logic and its main application in digital logic, proof techniques, sets, functions, relations, Boolean algebra, basic of counting, and graphs.",1,"05 Natural sciences, mathematics and statistics",0.9,"Introduces discrete mathematics applied in computer science, covering logic, sets, functions, Boolean algebra, and graphs."
ST428,Special Topics in Actuarial Science,"Interesting topics or new issues in actuarial science which are not normally available in regular departmental courses, determined by instructor or invited lecturer.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on actuarial science, which applies mathematical and statistical methods, aligning with natural sciences."
ME344,Advanced Mechanics of Fluids,"Kinematics of fluid flow. Steady and unsteady. Uniform and non uniform flows. Streamlines. Path lines and stream function. Fluid strain and rotation. Flownets. Circulation and rotational flow. Radial flow. Equations of motion and energy. Laminar flows in closed conduits. Shear stresses in turbulent flows. Velocity distribution. Laminar and turbulent boundary layers. Flow past submerged bodies. Separation, circulation drag force and lift force. Introduction to numerical solution of fluid flow problems.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on kinematics, fluid flow, equations of motion, and theoretical aspects of fluid mechanics."
BT494,Special Project in Biotechnology,Laboratory approaches and report writing or intellectual property or contest of projects relevant to biotechnology under supervision of project advisors.,1,"05 Natural sciences, mathematics and statistics",0.9,Involves laboratory projects and research relevant to biotechnology.
BT419,Algal and Plankton Biotechnology Laboratory,"Laboratory approaches in Algal and Plankton Biotechnology Laboratory, sampling, isolation, cultivation, separation and extraction and field trips.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on laboratory approaches in algal and plankton biotechnology, involving biological organisms and scientific methods."
BT493,Special Project in Biotechnology 1,"Laboratory approaches or model initiate, data analysis and project presentation relevant to biotechnology under supervision of project advisors.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on biotechnology projects, involving laboratory approaches and data analysis, rooted in biological sciences."
ST466,Operations Research,Linear programming model; simplex method; duality theory; sensitivity analysis; transportation and assignment problems; network analysis; linear programming by PERT/CPM; dynamic programming; use of computer packages.,1,"05 Natural sciences, mathematics and statistics",0.9,"Covers operations research methods like linear programming and dynamic programming, aligning with mathematics and quantitative methods."
DTI101,Discrete Mathematics and Its Applications,"Logic and its application in digital logic, Introduction to proof techniques, Sets, Functions, Relations, Boolean algebra, Introduction to number theory and encryption, Graphs and trees. All topics are studied towards their applications in Digital Innovation, Solving Applied Problems.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers discrete mathematics topics like logic, sets, graphs, and number theory, with applications in digital innovation."
MMA200,Discrete Mathematics for Management Mathematics,"Logic, algebra of sets, relations and functions, recurrence relations, basic concepts in graph theory, minimal spanning trees, decision trees, network models, Boolean algebra and combinatorial circuits, finite-state machines, finite-state automata.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on discrete mathematics concepts including logic, sets, graph theory, and Boolean algebra for management applications."
EES483,Linear System Theory,Mathematical description of systems. State- space description of linear dynamical systems. Controllability and observability. Stability analysis. Stabilizability and dectectability. State feedback and observers. Introduction to optimal control.,1,"05 Natural sciences, mathematics and statistics",0.9,"Covers mathematical descriptions of linear dynamical systems, including controllability, observability, stability analysis, and optimal control theory."
MA252,Mathematical Packages,"Mathematical package programs, using program tools in geometry and algebra geometry, calculus and differential equations, implementation for graph drawing, applications of mathematical package programs in related fields.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on using mathematical package programs and tools for geometry, algebra, calculus, differential equations, and graph drawing."
MMA318,Game Theory and Applications for Management Mathematics,"Meaning and basic concept of game theory, matrix games, game trees, utility theory, prisoner's dilemma, bargain, strategic moves, applications to real-world problems.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers game theory concepts, including matrix games, utility theory, and strategic moves, with applications to real-world problems."
ASC332,Introduction to Loss Modeling,"Modelling; hazard rate, mixed random variable; excess loss random variable, left censored and shifted random variable, limited loss random variable, generating functions, classification of distribution based on tail weight; measures of risk and coherence, Value- at- Risk, Tail- Value- at- Risk; scale distribution, mixture distribution, empirical model; creating new continuous distribution; claim frequency distributions, truncation and modification at zero; loss random variable with coverage modifications, deductibles, policy limits, and coinsurance; aggregate loss models; examples of simulation in actuarial modelling.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on statistical modeling, risk measures, and distributions for actuarial science, involving quantitative reasoning."
SC133,Physics for Engineers I,"Motion, force, gravity, work and energy, collisions, rotational motion, bodies in equilibrium, elastic and fractures, fluids, vibrations and waves, sound and applications, heat and the kinetic theory, the first and the second laws of thermodynamics.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental physics concepts including motion, force, energy, fluids, waves, sound, and thermodynamics, for engineers."
ASC263,Risk Predictive Modeling,Multi- dimensional data visualization; principal component analysis; factor analysis; cluster analysis; linear discriminant analysis; correspondence analysis; regression tree; classification tree; random forest; support vector machine; model validation; applications in insurance business data using R or Python language.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on risk predictive modeling using advanced statistical and machine learning techniques like PCA, random forest, and SVM."
GE315,Natural Hazard Studies,Natural hazaards caused by exogenous processes focusing on flood and landslide; risk evaluation and risk area indentification; natural hazards management; application of geoinformatics to natural hazards.,1,"05 Natural sciences, mathematics and statistics",0.9,"Studies natural hazards like floods and landslides, focusing on risk evaluation, management, and geoinformatics applications."
ST218,Statistics for Psychology 1,Nature and scope of statistics; scale of measurements; data presentations; measures of central tendency and dispersion; skewness and kurtosis; probability; random variables and probability distribution; normal distribution; elementary sampling and sampling distribution; estimation and hypotheses testing for one and two populations; chi-square test; statistical package results interpretation.,1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental statistical concepts like data presentation, probability, distributions, sampling, estimation, and hypothesis testing for psychology."
ES466,Environmental Toxicology,"Nature, properties, effects, and detection of toxic substances in the environment, fundamental toxicological concepts including dose-response relationships, absorption of toxicants, distribution, and storage of toxicants, biotransformation, elimination, and risk assessment.",1,"05 Natural sciences, mathematics and statistics",0.9,"Studies environmental toxicology, covering toxic substances, dose-response relationships, biotransformation, and risk assessment."
CNC201,Mathematics and Statistics for Computer Networks and Cybersecurity,"Number theory: divisibility, greatest common divisor, and prime numbers. Fermat's theorem. Euler totient function. Euler's theorem. Modular Arithmetic and properties of congruences. Residue classes. RSA Problem. Diffie-Hellman Problem. Probability. Permutations. Combinations. Random variables. Stochastic process. Factorial algorithms. Practical applications in computer networks and cybersecurity.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers number theory, modular arithmetic, probability, and statistics with applications in computer networks and cybersecurity."
ST487,Introduction to Statistical Learning,Overview of statistical learning; linear regression; regularization of linear model; ridge regression; lasso (least absolute shrinkage and selection operator); principal component regression; polynomial regression; regression splines; generalized additive models; computer programing for statistical learning.,1,"05 Natural sciences, mathematics and statistics",0.9,"Introduces statistical learning, various regression models, and computer programming for statistical analysis."
PC377,Biomedical Physics,"Physical application in human anatomy, mechanics of skeleton systems and muscles, electricity and nervous systems, light, sound, sensory systems, medical radiation and radiation protection.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on physical applications in human biology and medicine, primarily physics within natural sciences."
BT359,Cell and Tissue Culture,"Plant and animal tissue culture technology, Valuable agent productions using plant and animal tissue culture, production methodologies employing genetic engineering, and field trips.",1,"05 Natural sciences, mathematics and statistics",0.9,"Covers cell and tissue culture technology, genetic engineering, and production methodologies, aligning with natural sciences."
IES302,Engineering Statistics,Presenting and analyzing data. Probability theory. Statistics distribution. Sampling theory. Estimation theory statistical inference. Hypothesis testing. Analysis of variance. Regression analysis and correlation. Using statistical methods as the tool in engineering problem solving.,1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on statistical methods, probability theory, and data analysis, fitting mathematics and statistics."
BT406,Microbial Products,"Productions of high-value and potential products for industrial used, microbial physiology, process conditions and productions of microorganisms, separations and purifications of biological products, and field trips.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on microbial physiology, biological products, and their industrial production, aligning with natural sciences."
ME230,Fundamentals of Thermodynamics,Properties of pure substances. Equation of state for ideal and real gas. Thermodynamics diagrams and tables. First law of thermodynamics. Second law of thermodynamics. Carnot cycle. Energy. Entropy. Heat transfer. Energy conversion. Gas mixtures.,1,"05 Natural sciences, mathematics and statistics",0.9,"Covers fundamental principles of thermodynamics, including laws, energy, and entropy, aligning with natural sciences."
CMN111,Chemistry and organic chemistry for medical sciences,"Protons, neutrons and electrons; Covalent bonding; Non-covalent bonding; Free electron pairs and chemical reactions; Elements; Solids, liquids, gases and solutions; Thermodynamics and kinetics; Acids and bases; Solubility and complexation; The chemistry of life; Functional groups and their properties; Biological molecules; Clinical chemistry; Electrons and photons; Spectroscopy. Molecular structure and properties of organic compounds, classification and nomenclature of various functional groups of organic molecules, stereochemistry, stereoisomers.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on chemistry and organic chemistry principles, including biological and clinical applications, fitting natural sciences."
SO310,Methodology for Quantitative Research,"Quantitative research procedure including research questioning, theoretical and literature review, research design, conceptualisation of framework and hypothesis, operationalisation of definition, data collection tools, population and sampling, data analysis and research report.",1,"05 Natural sciences, mathematics and statistics",0.9,"Focuses on quantitative research procedures, design, data collection, sampling, and analysis, aligning with mathematics and statistics."
ST476,Introduction to Simulation,Random number generations; Inverse transformation method; rejection sampling; Monte Carlo method; Monte Carlo integration; Importance sampling; simulation of Markov chains; method of Markov chain Monte Carlo; the Metropolis-Hastings algorithm; programming for simulation and Monte Carlo method.,1,"05 Natural sciences, mathematics and statistics",0.9,"Introduces simulation methods like Monte Carlo, Markov chains, and algorithms, which are mathematical and statistical techniques."
AP162,Applied Physics for Built Environment,"Relevant theories and experiments on the built environment include Newton's theory of balance of forces, equilibrium of objects concerning the building's beam. The theories and application of work and energy conservation; elastic properties of solids; fluid properties and buoyancy force. Basic theory of heat transfer and air flow in the built environment; The law of ideal gas and humid air as the basis of human thermal comfort; Sound wave properties in sound shielding and sound amplification.",1,"05 Natural sciences, mathematics and statistics",0.9,"Applies physics theories and experiments to the built environment, covering forces, energy, fluid properties, heat transfer, and sound."
