curriculum,course_type,th_abv,eng_abv,th_name,eng_name,credit,lect_hours,practice_hours,self_hours,th_desc,eng_desc,prerequisite
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.131,TU131,มนุษย์กับวิทยาศาสตร์กายภาพ,Man and Physical Science,3,3,0,6,วิธีการทางวิทยาศาสตร์เพื่อจะสามารถนำวิธีการนี้ไปใช้แสวงหาความรู้ต่าง ๆ ในยุคแห่งข้อมูลข่าวสาร รวมถึงใช้แก้ปัญหาในการทำงานในชีวิตประจำวัน ศึกษาแนวคิดทฤษฎีและกฎเกณฑ์ทางวิทยาศาสตร์กายภาพ โดยเน้นทำความเข้าใจเนื้อหาในส่วนที่สามารถนำไปประยุกต์ใช้เพื่อปรับปรุงคุณภาพชีวิตของมนุษย์ให้ดีขึ้น เช่น ศึกษาความรู้ทางฟิสิกส์ที่เกี่ยวข้องกับเทคโนโลยีเพื่อการสื่อสาร เทคโนโลยีการแพทย์ และศึกษาความรู้ทางเคมีเพื่อเข้าใจและเลือกใช้สารเคมีที่มีรอบตัว นอกจากนั้น จะศึกษาความรู้พื้นฐานทางวิทยาศาสตร์กายภาพ เพื่อช่วยให้สามารถเข้าใจปรากฏการณ์ทางธรรมชาติที่ปรากฏเป็นข่าวตามสื่อต่าง ๆ ด้วย,"To examine scientific methods and how to seek knowledge in an age of information, including their use in solving problems in everyday work. To understand the concepts, theories, and rules of the physical sciences focusing on the content that can be applied to enhance the quality of life. For example, the study of physics in relation to communication technology, medical technology, and the study of chemistry to improve one's understanding of the right elements for use. In addition, a study of the basic knowledge of physical science to understand the natural phenomenon as showed in the news media.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.142,TU142,มนุษย์กับวิทยาศาสตร์ชีวภาพ,Man and Biological Science,3,3,0,6,ธรรมชาติและกำเนิดชีวิต วิวัฒนาการของสิ่งมีชีวิต พันธุกรรม การสืบพันธุ์ พัฒนาการและความชราของมนุษย์ การนำความรู้ทางวิทยาศาสตร์ชีวภาพมาใช้ประโยชน์ทางด้านการเกษตร การอุตสาหกรรม การแพทย์และสิ่งแวดล้อม รวมทั้งศึกษาผลกระทบทางเทคโนโลยีชีวภาพที่มีต่อคุณภาพชีวิตมนุษย์,"To study the nature and origin of life, the evolution of life, genetics, reproduction and stages of human aging. Applying knowledge of life sciences for the benefit of agriculture, industry, medicine and the environment as well as the study of the impact of biotechnology on human life.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.143,TU143,มนุษย์กับสิ่งแวดล้อม,Man and Environment,3,3,0,6,พื้นฐานด้านระบบนิเวศธรรมชาติและมนุษย์สร้างขึ้น วัฏจักรชีวธรณีเคมี ปฏิสัมพันธ์ระหว่างสังคมมนุษย์และสิ่งแวดล้อมของโลก รวมถึงผลกระทบของวิทยาศาสตร์และเทคโนโลยีที่มีต่อประชากรมนุษย์ ระบบนิเวศธรรมชาติ ความหลากหลายทางชีวภาพ มลพิษ การเปลี่ยนแปลงสภาพภูมิอากาศ ขยะมูลฝอย ของเสียอันตราย และภัยพิบัติ,"Fundamentals of natural and man-made ecosystem, biogeochemical cycles, interaction between human society and global environment. Topics include the impacts of science and technology on human population, natural ecosystems, biodiversity, pollution, climate change, solid and hazardous waste and disaster",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.201,TU201,ความรู้ทางการเงินสำหรับบุคคล,Financial Literacy for Individuals,3,3,0,6,เรียนรู้พื้นฐาน หลักการ ความสำคัญและแนวทางวางแผนการเงินเพื่อเป้าหมายชีวิตการใช้เครื่องมือทางการเงิน รวมทั้งเทคนิคต่างๆ ประกอบด้วย เทคนิคการค้นหาตนเอง เทคนิคการวางแผนการเงินทั้ง รู้หา รู้เก็บ รู้ใช้ และรู้ขยายดอกผล เทคนิคการจัดสรรเงินออมและการลงทุนแบบ DCA เทคนิคบริหารจัดการหนี้ เทคนิคการเพิ่มเงินออม เทคนิคในการวางแผนประหยัดภาษีเงินได้บุคคลธรรมดา ตลอดจนหลักการและความสำคัญของปรัชญาเศรษฐกิจพอเพียงต่อสังคมไทย เพื่อน้อมนำมาประยุกต์ใช้ในการดำรงชีวิต,"To learn the foundations, principles, importance and guidelines of financial planning for life goals, the uses of financial instruments, together with self-discovery techniques, financial planning techniques including how to earn, collect, use and invest money, savings allocation and DCA investment techniques, debt management techniques, savings increase techniques, personal income tax saving planning techniques as well as the principles and importance of the Sufficiency Economy Philosophy in Thai society in order to be applied in living.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.202,TU202,ครบเครื่องเรื่องลงทุน,Complete Investment,3,3,0,6,เรียนรู้ทางเลือกและขั้นตอนการลงทุนในตลาดการเงิน พื้นฐานการลงทุนในหุ้น ตั้งแต่ผลตอบแทน ความเสี่ยง ภาษีจากการลงทุน ตลอดจนการวิเคราะห์หุ้น วิธีการซื้อขายหุ้น และสิทธิของผู้ถือหุ้นเพื่อเตรียมพร้อมก่อนตัดสินใจลงทุน เรียนรู้พื้นฐานการลงทุนในกองทุนรวม เทคนิคการเลือกกองทุนรวมและการลงทุนสม่ำเสมอแบบ DCA (Dollar Cost Averaging) ในหุ้นและกองทุน กระบวนการบริหารพอร์ตลงทุนให้เหมาะกับตัวเอง พร้อมเรียนรู้ถึงปัจจัยสำคัญที่จะทำให้นักลงทุนไม่ประสบความสำเร็จในการลงทุน และแนวทางการปรับความคิด (Mindset) เพื่อสร้างความสำเร็จในการลงทุนในระยะยาว,"To learn the alternatives and process of investment in financial market, stock investment foundations started from return, risk, tax on investment as well as stock analysis, trade stocks method and the rights of shareholders in order to prepare before making investment decisions. To learn investment foundation in mutual fund, mutual fund selection techniques and DCA (Dollar Cost Averaging) regular investment in stocks and funds, suitable portfolio management process and learn the important factors that will make investors not successful in investing and mindset guidelines in order to create long-term investment success.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.301,TU301,การลงทุนในตลาดหลักทรัพย์ฯ,Investment in the Stock Market,3,3,0,6,เรียนรู้แนวทางการเตรียมความพร้อมก่อนการซื้อขายหุ้นออนไลน์ การใช้โปรแกรมซื้อขายหุ้นและอนุพันธ์อย่าง Settrade Streaming เพื่อเป็นตัวช่วยในการลงทุน เรียนรู้หลักการวิเคราะห์ปัจจัยพื้นฐานทั้งภาวะเศรษฐกิจ อุตสาหกรรม และบริษัท เทคนิคการอ่านและตีความข้อมูลสำคัญในงบการเงิน รวมไปถึงแนวคิดและทางเลือกในการลงทุนอย่างยั่งยืน (ESG) เรียนรู้พื้นฐานการลงทุนในอนุพันธ์ประเภทต่างๆ ทั้งฟิวเจอร์สและออปชัน ตลอดจนกลไกการซื้อขายของตลาดอนุพันธ์ การวางหลักประกัน กลยุทธ์การลงทุน และข้อควรระวังของการลงทุนในอนุพันธ์ เรียนรู้พื้นฐานการลงทุนในตราสารหนี้ ทั้งผลตอบแทน ความเสี่ยง ภาษีจากการลงทุน ตลอดจนการวิเคราะห์ราคา และขั้นตอนการซื้อขายตราสารหนี้ เพื่อเตรียมพร้อมก่อนตัดสินใจลงทุน และเรียนรู้พื้นฐานการลงทุนใน DW (Derivative Warrant) กลไกการเคลื่อนไหวของราคา ตลอดจนวิธีการเลือกลงทุน และกลยุทธ์การลงทุนใน DW,"To learn the preparation guideline before trading stocks online, the uses of stock and derivatives trading program like Settrade Streaming to be investment helper. To learn the analytical principles of fundamental factors of the economy, industries and companies, reading and interpreting key information in financial statements techniques along with including sustainable investment (ESG) ideas and alternatives. To learn the investment foundation in different types of derivatives both futures and options together with trading mechanism of the derivatives market, collateral, investment strategies and cautions of investment in derivatives. To learn the basics of investment in bonds including return, risk, tax on investment as well as price analysis and bonds trading process in order to prepare before making investment decisions and learn investment foundations in DW (Derivative Warrant), price action mechanism and investment selection method and investment strategy in DW.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,สษ.115,EL115,การสื่อสารทางภาษาอังกฤษเพื่ออาชีพ,English Communication for Careers,3,3,0,6,พัฒนาทักษะทางภาษาและการสื่อสารเพื่ออาชีพ กลวิธีการนำเสนอ การสร้างเครือข่าย การชักจูง การประชุม การประชาสัมพันธ์ และการเจรจาต่อรอง ศึกษาวิธีปฏิบัติทางสังคมและทางธุรกิจอย่างมืออาชีพ,"Development of language and communication skills for careers. Strategies for presentations, networking, persuading, meetings, public relations, and negotiations. Study of social and business etiquette in professional contexts.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,สษ.295,EL295,ภาษาอังกฤษเชิงวิชาการและทักษะศึกษา 1,Academic English and Study Skills 1,3,3,0,6,การศึกษาทักษะภาษาอังกฤษทางวิชาการขั้นกลาง การพัฒนาทักษะที่จำเป็นต่อการศึกษาเชิงวิชาการ การฝึกกลยุทธ์การอ่าน การเขียนข้อความทางวิชาการที่หลากหลาย และการนำเสนอผลการศึกษา,"Study of academic English skills at an intermediate level. Development of skills required for academic study. Practice of reading strategies, writing different types of academic texts, and presenting results.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.100,TU100,พลเมืองกับการลงมือแก้ปัญหา,Civic Engagement,3,3,0,6,ปลูกฝังจิตสํานึก บทบาท และหน้าที่ความรับผิดชอบของการเป็นสมาชิกที่ดีของสังคมในฐานะพลเมืองโลก ผ่านกระบวนการหลากหลายวิธี เช่น การบรรยาย การอภิปรายกรณีศึกษาต่างๆ ดูงานเป็นต้น โดยนักศึกษาจะต้องจัดทําโครงการรณรงค์ เพื่อให้เกิดการรับรู้ หรือเกิดการเปลี่ยนแปลง ในประเด็นที่สนใจ,"Instillation of social conscience and awareness of one's role and duties as a good global citizen. This is done through a variety of methods such as lectures, discussion of various case studies and field study outings. Students are required to organise a campaign to raise awareness or bring about change in an area of their interest.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาศึกษาทั่วไป,มธ.200,TU200,พลเมืองกับการลงมือแก้ปัญหาโดยออกแบบการเรียนรู้เอง,Self Design Civic Engagement,3,3,0,6,การพัฒนาทัศนคติความเป็นพลเมืองในระบอบประชาธิปไตยที่พึ่งพาตนเองในการแก้ไขปัญหาของสังคม เรียนรู้วิธีการลงมือแก้ปัญหาต่างๆ ที่เกิดขึ้นในสังคมด้วยการลงมือทำ โดยออกแบบกระบวนการเรียนรู้และการวัดผลร่วมกับอาจารย์ผู้สอน,The development of citizenship attitudes in a self-reliant democracy in solving social problems; Learn how to take self action to solve problems in society by designing the learning process and evaluation in collaboration with instructor.,
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ค.131,MA131,พีชคณิตเชิงเส้นประยุกต์,Applied Linear Algebra,3,3,0,6,ทฤษฎีบทเมทริกซ์ เมทริกซ์เฮอร์มิเทียนและยูนิแทรีเมทริกซ์ การแยกตัวประกอบแบบแอลยู ปริภูมิเวกเตอร์ อิสระเชิงเส้น มิติ ค่าลำดับชั้นของเมทริกซ์ การประยุกต์ของเมทริกซ์ในการแก้ระบบสมการ เชิงเส้น เมทริกซ์ผกผัน ดีเทอร์มิแนนต์ หลักเกณฑ์คราเมอร์ การแปลงเชิงเส้น ปริภูมิผลคูณภายใน ส่วน เติมเต็มเชิงตั้งฉากและกำลังสองน้อยที่สุด ค่าเฉพาะ เวกเตอร์เฉพาะและการประยุกต์ การทำให้เป็นเมท ริกซ์ทแยงมุม เทนเซอร์เบื้องต้น,"Theorems of matrices, Hermitian matrices and unitary matrices, LU-factorizations, vector spaces, linear independence, dimensions, rank of matrices, applications of matrices for solving systems of linear equations, inverse of matrices, determinant, Cramer's Rule, linear transformations, inner product spaces, orthogonal complement and least square, eigenvalues, eigenvectors and its application, diagonalization of matrices, basic concepts of tensor.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ค.252,MA252,โปรแกรมสำเร็จรูปทางคณิตศาสตร์,Mathematical Packages,3,3,0,6,โปรแกรมสำเร็จรูปทางคณิตศาสตร์ การใช้โปรแกรมสำเร็จรูปในการคำนวณเชิงเรขาคณิต และการคำนวณเชิงพีชคณิต แคลคูลัสและสมการเชิงอนุพันธ์ การเขียนกราฟ การประยุกต์ใช้โปรแกรม สำเร็จรูปทางคณิตศาสตร์กับงานด้านต่าง ๆ,"Mathematical package programs, using program tools in geometry and algebra geometry, calculus and differential equations, implementation for graph drawing, applications of mathematical package programs in related fields.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ค.351,MA351,วิธีการเชิงตัวเลข,Numerical Methods,3,3,0,6,การวิเคราะห์ค่าคลาดเคลื่อน ผลเฉลยของสมการไม่เชิงเส้น ผลเฉลยของระบบสมการเชิง เส้น การหาผลเฉลยของระบบสมการไม่เชิงเส้น การประมาณค่าในช่วง การประมาณค่ากำลังสองน้อย ที่สุด อนุพันธ์และการหาปริพันธ์เชิงตัวเลข การหาผลเฉลยเชิงตัวเลขของสมการเชิงอนุพันธ์สามัญ,"Errors analysis, solutions of nonlinear equations, solutions of systems of linear equations, solutions of systems of nonlinear equations, interpolation, least-squares approximations, numerical differentiations and integrations, numerical solutions of ordinary differential equations.",MA131 or MA332 or MA334
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,คป.101,AM101,แคลคูลัสและการประยุกต์ 1,Calculus and its Applications 1,3,3,0,6,ลิมิตและความต่อเนื่องของฟังก์ชันตัวแปรเดียว อนุพันธ์ของฟังก์ชันตัวแปรเดียวและการ ประยุกต์ ปฏิยานุพันธ์และปริพันธ์ไม่จำกัดเขต เทคนิคการหาปริพันธ์ ปริพันธ์จำกัดเขตและการประยุกต์ ปริพันธ์ไม่ตรงแบบและการทดสอบการลู่เข้า อนุกรมอนันต์และการทดสอบการลู่เข้า อนุกรมกำลังและ อนุกรมเทย์เลอร์ โปรแกรมสำเร็จรูปสำหรับแคลคูลัสของตัวแปรเดียว,"Limits and continuity of single variable functions, derivatives of single variable functions and applications, antiderivatives and indefinite integrals, techniques of integrations, definite integrals and applications, improper integrals and convergence tests, infinite series and convergence tests, power series and Taylor series, software for calculus of single variable functions.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,คป.102,AM102,แคลคูลัสและการประยุกต์ 2,Calculus and its Applications 2,3,3,0,6,พิกัดเชิงขั้ว เวกเตอร์ เส้นตรง ระนาบ และผิวในปริภูมิสามมิติ ลิมิตและความต่อเนื่องของ ฟังก์ชันหลายตัวแปร อนุพันธ์ย่อย อนุพันธ์ย่อยอันดับสูง กฎลูกโซ่ อนุพันธ์ย่อยโดยปริยาย การประยุกต์ ของอนุพันธ์ย่อย ค่าสูงสุดและค่าต่ำสุดของฟังก์ชันหลายตัวแปร ปริพันธ์หลายชั้น เวกเตอร์แคลคูลัสเชิง อนุพันธ์ ปริพันธ์ตามเส้นและปริพันธ์ตามผิวเบื้องต้น ทฤษฎีบทของเกาส์ ทฤษฎีบทของกรีนและทฤษฎีบท ของสโตกส์ โปรแกรมสำเร็จรูปสำหรับแคลคูลัสของหลายตัวแปร,"Polar coordinates, vectors, lines, planes and surfaces in three dimensional space, limits and continuity of several variables functions, partial derivatives, higher-order partial derivatives, the chain rule, implicit differentiation, applications of partial derivatives, maxima and minima of several variables functions, multiple integrations, differential vector calculus, introduction to line integrals and surface integrals, Gauss's Theorem, Green's Theorem and Stokes' Theorem, software for calculus of several variables functions.",AM101
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,คพ.103,CS103,การโปรแกรมคอมพิวเตอร์เบื้องต้น,Introduction to Computer Programming,3,3,0,6,แนวความคิดเบื้องต้นของการแก้ไขปัญหา การออกแบบ และการโปรแกรมเชิงโครงสร้าง ไวยากรณ์และความหมายของภาษาโปรแกรม ชนิดข้อมูล โครงสร้างการควบคุม ฟังก์ชันและการส่ง ค่าพารามิเตอร์,"Introduction to algorithmic problem solving, structural design and programming, programming language syntax and semantics, data types, control structures, functions and parameter passing.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ส.211,ST211,สถิติ 1,Statistics 1,3,3,0,6,ข้อมูลและตัวแปร การศึกษาจากการสังเกตและจากการทดลอง การสำรวจตัวอย่าง การพรรณนา และการแสดงผลข้อมูลจำแนกประเภทและข้อมูลเชิงปริมาณ การเปรียบเทียบการแจกแจง การทำให้ข้อมูลเป็นมาตรฐาน การสำรวจความสัมพันธ์ระหว่างตัวแปร แนวคิดเกี่ยวกับความสุ่มและการจำลอง ความน่าจะเป็น ตัวแปรสุ่ม การแจกแจงค่าตัวอย่าง การประมาณค่าพารามิเตอร์และการทดสอบสมมุติฐานสำหรับประชากรหนึ่งกลุ่ม และสองกลุ่ม การใช้โปรแกรมสำเร็จรูปทางสถิติ,"Data and variables, observational and experimental studies, sample surveys, displaying and describing categorical and quantitative data, comparing distributions, standardizing data, exploring relationships between variables, concepts of randomness and simulations, probability, random variables, sampling distributions, parameter estimation and hypothesis testing for one and two populations, use of statistical packages.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ส.212,ST212,สถิติ 2,Statistics 2,3,3,0,6,การวิเคราะห์ความแปรปรวน การทดสอบไคกำลังสอง สถิติไม่อิงพารามิเตอร์ สหสัมพันธ์และ การถดถอยเชิงเส้น การวิเคราะห์อนุกรมเวลาแบบคลาสสิก การควบคุมคุณภาพเบื้องต้น วิธีการทางสถิติ อื่นๆ และการประยุกต์ใช้ การใช้โปรแกรมสำเร็จรูปทางสถิติ,"Analysis of variance, chi-square test, nonparametric statistics, correlation and linear regression, classical time series analysis, elementary quality control, other statistical methods and applications, use of statistical packages.",ST211 or ST219
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ส.221,ST221,วิทยาการข้อมูลเบื้องต้นและการประยุกต์,Introduction to Data Science and Its Applications,3,3,0,6,ภาพรวมของวิทยาการข้อมูล การจัดการข้อมูลด้วยเอสคิวแอลเบื้องต้น การนำข้อมูลเข้าสู่ระบบ การจัดเตรียมข้อมูลด้วยโปรแกรมตารางงาน สถิติเบื้องต้นสำหรับการวิเคราะห์ข้อมูล การสร้าง ตัวแบบทางสถิติเบื้องต้นด้วยซอฟต์แวร์ เพื่อการวิเคราะห์ข้อมูล การจำแนกประเภท และการวิเคราะห์ การถดถอย การนำเสนอแผนภาพข้อมูลด้วยโปรแกรมสำเร็จรูป เช่น ซอฟต์แวร์ทาโบล์ว พาวเวอร์ บีไอ ตัวอย่างการใช้ภาษาไพทอนสำหรับวิทยาการข้อมูล การประยุกต์ใช้จริง,"Overview of data science, data management with SQL, data loading, data preparation with spreadsheets, elementary statistics for data analysis, basic statistical modeling using software for data analysis, data classification, and regression analysis, data visualization with software packages, e.g. Tableau and Power BI, examples of Python programs for data science, real world applications.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,ส.226,ST226,ความน่าจะเป็นและกระบวนการสโทแคสติกประยุกต์เบื้องต้น,Introduction to Applied Probability and Stochastic Processes,3,3,0,6,ปริภูมิความน่าจะเป็น ความน่าจะเป็นมีเงื่อนไขและความเป็นอิสระของเหตุการณ์ ตัวแปรสุ่ม การแจกแจงของฟังก์ชันของตัวแปรสุ่มหนึ่งตัว ค่าคาดหมายและความแปรปรวน ตัวแปรสุ่มไม่ต่อเนื่องและ ต่อเนื่องบางชนิด การแจกแจงร่วมของตัวแปรสุ่ม ตัวแปรสุ่มที่เป็นอิสระกัน ค่าคาดหมายมีเงื่อนไข กระบวนการสโตแคสติกในเวลาไม่ต่อเนื่องและต่อเนื่อง แนวเดินสุ่ม กระบวนการเคลื่อนไหว แบบบราวน์ กระบวนการปัวซง โซ่มาร์คอฟและการประยุกต์กระบวนการสโตแคสติก,"Probability space, conditional probability and independence of events, random variables, distribution of a function of a random variable, expected values and variance, some discrete and continuous random variables, joint distribution of random variables, independent random variables, conditional expectations, stochastic processes in discrete and continuous time, random walk, Brownian motion, Poisson process, Markov chain and applications of stochastic processes.",MA213 or AM102
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,สษ.202,EL202,ภาษาอังกฤษสำหรับการทำงาน,English for Work,3,3,0,6,การพัฒนาทักษะการพูดและการเขียนภาษาอังกฤษที่จำเป็นสำหรับการสมัครงาน การฝึกฝนการใช้ภาษา คำศัพท์ และสำนวนที่ใช้ในบริบทต่างๆ ที่เกี่ยวข้องกับการทำงาน การศึกษารูปแบบและแบบแผนการใช้ภาษาอังกฤษในการเขียนจดหมายธุรกิจ บันทึกข้อความ วาระการประชุม และรายงานการประชุม,"Development of English speaking and writing skills essential for job application. Practice of language, vocabulary and expressions used in different work-related contexts. Study of the format and the English language conventions of business correspondence, memorandums, agendas and minutes.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,สษ.205,EL205,ภาษาอังกฤษสำหรับธุรกิจออนไลน์,English for Online Business,3,3,0,6,การใช้ภาษาของการทำธุรกิจออนไลน์ตั้งแต่เริ่มพัฒนาสินค้าหรือบริการ การโฆษณาและนำสู่ตลาดทั้งภายในและต่างประเทศผ่านการพัฒนาและฝึกฝนทักษะภาษาอังกฤษที่เกี่ยวข้องกับการเริ่มทำธุรกิจสตาร์ทอัพออนไลน์ คำศัพท์และสำนวนเกี่ยวกับการแลกเปลี่ยนเงินตรา องค์กรที่เกี่ยวข้อง ลิขสิทธิ์และทรัพย์สินทางปัญญา ระบบโลจิสติกส์ และพาณิชย์เชิงอิเลคทรอนิคส์ รูปแบบการอ่านและเขียนเอกสารภาษาอังกฤษที่ใช้ในการจดทะเบียนตราสินค้าหรือวิสาหกิจออนไลน์,"Practice of characteristics of English for doing business online from the beginning of the development of goods or services. Advertising and marketing both domestically and internationally through the development and practices of English language skills related to the online startup. Vocabulary of currency exchange, related organizations, copyright and intellectual property, logistics and electronic commerce. Reading and writing formats of English documents used in branded or online enterprise registration businesses.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,สษ.212,EL212,ภาษาอังกฤษสำหรับการสมัครงาน,English for Job Applications,3,3,0,6,การฝึกทักษะการสื่อสารภาษาอังกฤษที่เกี่ยวข้องกับกระบวนการการสมัครงานออนไลน์และแบบเผชิญหน้า การวิเคราะห์องค์ประกอบหลักในการหางาน การเตรียมเอกสารสมัครงาน และการฝึกการสัมภาษณ์งาน,Practice in communicative English related to the online and on-site job application procedure. Analysis of the major elements of a job search. Preparation of application documents and practice for a job interview.,
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,สษ.217,EL217,การฟังและการพูดด้านวิชาการ,Speaking and Listening for Academic Purposes,3,3,0,6,การฝึกฝนทักษะการสื่อสารภาษาอังกฤษด้านการพูดและการฟังในบริบททางวิชาการผ่านแหล่งข้อมูลที่หลากหลาย การศึกษาเทคนิคและกลยุทธ์สำหรับการพูดโดยมุ่งเน้นการนำเสนอและการอภิปรายกลุ่ม,Practice in English oral communication and listening skills for an academic environment from a variety of sources. Study of techniques and strategies for speaking with an emphasis on presentations and participation in group discussions.,
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,สษ.221,EL221,ภาษาอังกฤษเชิงธุรกิจ 1,Communicative Business English 1,3,3,0,6,การพัฒนาทักษะการสื่อสารภาษาอังกฤษธุรกิจระหว่างประเทศ การพัฒนาความคล่องและความถูกต้องในการใช้ทักษะการฟัง การพูด การอ่าน และการเขียนในภาษาอังกฤษ การใช้คำศัพท์ที่เกี่ยวข้องกับการทำธุรกิจ การฝึกวิเคราะห์ เพื่อใช้ความรู้ทางธุรกิจที่มีอยู่ ทฤษฎีทางธุรกิจ ในการทำงานที่ได้รับมอบหมาย,"Development of international communicative business English. Improvement of fluency and accuracy in listening, speaking, reading and writing. Use of business related vocabulary. Application of existing business knowledge and therories in assignment completion.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,สษ.395,EL395,ภาษาอังกฤษเชิงวิชาการและทักษะการศึกษา 2,Academic English and Study Skills 2,3,3,0,6,การศึกษาทักษะภาษาอังกฤษทางวิชาการระดับสูง การฝึกเขียนเรียงความทางวิชาการที่หลากหลาย การพัฒนาทักษะที่จำเป็นสำหรับการทำวิจัยเป็นภาษาอังกฤษเชิงวิชาการและการนำเสนอผลงานวิจัย,Study of academic English skills at an advanced level. Practice of writing different types of academic essays. Development of skills required for conducting research and reporting results in English.,EL295
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,อ.221,EG221,การอ่านและการเขียนเชิงบูรณาการ,Integrated Reading and Writing,3,3,0,6,ทักษะการอ่านบทความหลากหลายประเภท ความสามารถในการวิเคราะห์ ค้นคว้า และสังเคราะห์ข้อมูลจากแหล่งข้อมูลที่เชื่อถือได้ การถอดความ สรุปความ และการแสดงความคิดเห็นด้วยการเขียนโดยใช้ภาษาของตนเอง,"Reading skills for various types of texts; ability to analyze, research and synthesize information from reliable sources; ability to paraphrase, summarize texts and reflect their views in the form of writing in their own words.",EL105
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,คป.100,AM100,แนวทางคณิตศาสตร์ประยุกต์,Guidance to Applied Mathematics,1,1,0,2,แนวคิดทางคณิตศาสตร์ประยุกต์และแนวทางการประกอบอาชีพ (วัดผลการศึกษาด้วยระดับ S หรือ U),Concepts in Applied Mathematics and career paths. (Study evaluation by S or U),
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,คป.151,AM151,หลักการทางคณิตศาสตร์สำหรับคณิตศาสตร์ประยุกต์,Principles of Mathematics for Applied Mathematics,3,3,0,6,ตรรกศาสตร์เชิงสัญลักษณ์ วิธีการพิสูจน์ การพิสูจน์ข้อความที่มีตัวบ่งปริมาณ ระบบจำนวน จริง สมบัติของจำนวนจริง เซต สมบัติและทฤษฎีบทต่าง ๆ ของเซต ความสัมพันธ์ ความสัมพันธ์สมมูล ความสัมพันธ์อันดับบางส่วน ฟังก์ชัน และฟังก์ชันชนิดต่าง ๆ,"Symbolic logic, methods of proof, proof of quantifier sentences, real number system, properties of real numbers, sets, properties and theorems of sets, relations, equivalence relations, partial order relations, functions, and types of functions.",
16. วท.บ.คณิตศาสตร์ประยุกต์,วิชาเฉพาะ,คป.200,AM200,วิยุตคณิต,Discrete Mathematics,3,3,0,6,ตรรกศาสตร์ พีชคณิตของเซต ความสัมพันธ์และฟังก์ชัน ความสัมพันธ์เวียนเกิด ฟังก์ชัน ก่อกำเนิด แนวคิดพื้นฐานของทฤษฎีกราฟ การแทนจำนวนในคอมพิวเตอร์ พีชคณิตบูลีนและวงจรเชิง ผสม เครื่องสถานะจำกัด ออโตเมตาจำกัด,"Logic, algebra of sets, relations and functions, recurrence relations, generating functions, basic concepts in graph theory, number representation in computer, Boolean algebra and combinatorial circuits, finite-state machines, finite automata.",
